Input,Output,model,dataset
54,13,bigscience/bloomz-560m,samsum
54,8,bigscience/bloomz-560m,samsum
54,12,bigscience/bloomz-560m,samsum
54,6,bigscience/bloomz-560m,samsum
54,12,bigscience/bloomz-560m,samsum
18,7,bigscience/bloomz-560m,samsum
45,13,bigscience/bloomz-560m,samsum
33,7,bigscience/bloomz-560m,samsum
48,1,bigscience/bloomz-560m,samsum
54,11,bigscience/bloomz-560m,samsum
54,9,bigscience/bloomz-560m,samsum
54,13,bigscience/bloomz-560m,samsum
23,3,bigscience/bloomz-560m,samsum
52,7,bigscience/bloomz-560m,samsum
54,8,bigscience/bloomz-560m,samsum
54,13,bigscience/bloomz-560m,samsum
54,10,bigscience/bloomz-560m,samsum
54,11,bigscience/bloomz-560m,samsum
46,10,bigscience/bloomz-560m,samsum
54,11,bigscience/bloomz-560m,samsum
54,11,bigscience/bloomz-560m,samsum
34,8,bigscience/bloomz-560m,samsum
54,12,bigscience/bloomz-560m,samsum
54,14,bigscience/bloomz-560m,samsum
54,7,bigscience/bloomz-560m,samsum
31,12,bigscience/bloomz-560m,samsum
28,9,bigscience/bloomz-560m,samsum
52,13,bigscience/bloomz-560m,samsum
54,13,bigscience/bloomz-560m,samsum
54,10,bigscience/bloomz-560m,samsum
54,14,bigscience/bloomz-560m,samsum
51,12,bigscience/bloomz-560m,samsum
54,7,bigscience/bloomz-560m,samsum
54,10,bigscience/bloomz-560m,samsum
30,12,bigscience/bloomz-560m,samsum
54,11,bigscience/bloomz-560m,samsum
54,10,bigscience/bloomz-560m,samsum
54,11,bigscience/bloomz-560m,samsum
47,7,bigscience/bloomz-560m,samsum
17,8,bigscience/bloomz-560m,samsum
54,2,bigscience/bloomz-560m,samsum
42,11,bigscience/bloomz-560m,samsum
21,8,bigscience/bloomz-560m,samsum
47,13,bigscience/bloomz-560m,samsum
24,1,bigscience/bloomz-560m,samsum
54,11,bigscience/bloomz-560m,samsum
54,8,bigscience/bloomz-560m,samsum
37,12,bigscience/bloomz-560m,samsum
20,10,bigscience/bloomz-560m,samsum
44,8,bigscience/bloomz-560m,samsum
18,9,bigscience/bloomz-560m,samsum
54,9,bigscience/bloomz-560m,samsum
54,7,bigscience/bloomz-560m,samsum
54,15,bigscience/bloomz-560m,samsum
54,9,bigscience/bloomz-560m,samsum
54,12,bigscience/bloomz-560m,samsum
54,8,bigscience/bloomz-560m,samsum
32,8,bigscience/bloomz-560m,samsum
54,7,bigscience/bloomz-560m,samsum
54,10,bigscience/bloomz-560m,samsum
30,9,bigscience/bloomz-560m,samsum
54,12,bigscience/bloomz-560m,samsum
54,12,bigscience/bloomz-560m,samsum
54,12,bigscience/bloomz-560m,samsum
54,13,bigscience/bloomz-560m,samsum
54,13,bigscience/bloomz-560m,samsum
54,10,bigscience/bloomz-560m,samsum
30,13,bigscience/bloomz-560m,samsum
25,6,bigscience/bloomz-560m,samsum
54,5,bigscience/bloomz-560m,samsum
54,11,bigscience/bloomz-560m,samsum
35,11,bigscience/bloomz-560m,samsum
54,10,bigscience/bloomz-560m,samsum
41,11,bigscience/bloomz-560m,samsum
54,12,bigscience/bloomz-560m,samsum
54,11,bigscience/bloomz-560m,samsum
54,8,bigscience/bloomz-560m,samsum
27,0,bigscience/bloomz-560m,samsum
54,9,bigscience/bloomz-560m,samsum
54,12,bigscience/bloomz-560m,samsum
54,11,bigscience/bloomz-560m,samsum
54,13,bigscience/bloomz-560m,samsum
54,12,bigscience/bloomz-560m,samsum
54,7,bigscience/bloomz-560m,samsum
28,11,bigscience/bloomz-560m,samsum
54,9,bigscience/bloomz-560m,samsum
54,13,bigscience/bloomz-560m,samsum
54,12,bigscience/bloomz-560m,samsum
54,12,bigscience/bloomz-560m,samsum
54,10,bigscience/bloomz-560m,samsum
41,5,bigscience/bloomz-560m,samsum
19,8,bigscience/bloomz-560m,samsum
51,9,bigscience/bloomz-560m,samsum
54,0,bigscience/bloomz-560m,samsum
54,10,bigscience/bloomz-560m,samsum
54,7,bigscience/bloomz-560m,samsum
54,8,bigscience/bloomz-560m,samsum
28,6,bigscience/bloomz-560m,samsum
54,9,bigscience/bloomz-560m,samsum
54,11,bigscience/bloomz-560m,samsum
54,8,bigscience/bloomz-560m,samsum
30,11,bigscience/bloomz-560m,samsum
54,10,bigscience/bloomz-560m,samsum
54,5,bigscience/bloomz-560m,samsum
54,13,bigscience/bloomz-560m,samsum
54,7,bigscience/bloomz-560m,samsum
54,7,bigscience/bloomz-560m,samsum
54,13,bigscience/bloomz-560m,samsum
54,10,bigscience/bloomz-560m,samsum
23,7,bigscience/bloomz-560m,samsum
54,11,bigscience/bloomz-560m,samsum
54,5,bigscience/bloomz-560m,samsum
54,13,bigscience/bloomz-560m,samsum
47,12,bigscience/bloomz-560m,samsum
28,1,bigscience/bloomz-560m,samsum
43,0,bigscience/bloomz-560m,samsum
49,9,bigscience/bloomz-560m,samsum
54,14,bigscience/bloomz-560m,samsum
31,13,bigscience/bloomz-560m,samsum
44,7,bigscience/bloomz-560m,samsum
54,10,bigscience/bloomz-560m,samsum
54,7,bigscience/bloomz-560m,samsum
54,13,bigscience/bloomz-560m,samsum
54,2,bigscience/bloomz-560m,samsum
26,9,bigscience/bloomz-560m,samsum
54,7,bigscience/bloomz-560m,samsum
44,10,bigscience/bloomz-560m,samsum
54,14,bigscience/bloomz-560m,samsum
54,13,bigscience/bloomz-560m,samsum
54,7,bigscience/bloomz-560m,samsum
54,11,bigscience/bloomz-560m,samsum
54,12,bigscience/bloomz-560m,samsum
54,11,bigscience/bloomz-560m,samsum
35,10,bigscience/bloomz-560m,samsum
54,8,bigscience/bloomz-560m,samsum
54,11,bigscience/bloomz-560m,samsum
25,7,bigscience/bloomz-560m,samsum
54,6,bigscience/bloomz-560m,samsum
54,6,bigscience/bloomz-560m,samsum
54,6,bigscience/bloomz-560m,samsum
54,10,bigscience/bloomz-560m,samsum
54,7,bigscience/bloomz-560m,samsum
54,11,bigscience/bloomz-560m,samsum
38,11,bigscience/bloomz-560m,samsum
50,11,bigscience/bloomz-560m,samsum
54,8,bigscience/bloomz-560m,samsum
54,12,bigscience/bloomz-560m,samsum
54,12,bigscience/bloomz-560m,samsum
54,3,bigscience/bloomz-560m,samsum
54,11,bigscience/bloomz-560m,samsum
54,10,bigscience/bloomz-560m,samsum
54,13,bigscience/bloomz-560m,samsum
54,12,bigscience/bloomz-560m,samsum
54,11,bigscience/bloomz-560m,samsum
29,9,bigscience/bloomz-560m,samsum
18,9,bigscience/bloomz-560m,samsum
54,8,bigscience/bloomz-560m,samsum
17,4,bigscience/bloomz-560m,samsum
54,8,bigscience/bloomz-560m,samsum
41,13,bigscience/bloomz-560m,samsum
37,8,bigscience/bloomz-560m,samsum
54,10,bigscience/bloomz-560m,samsum
54,12,bigscience/bloomz-560m,samsum
54,9,bigscience/bloomz-560m,samsum
54,11,bigscience/bloomz-560m,samsum
54,13,bigscience/bloomz-560m,samsum
35,9,bigscience/bloomz-560m,samsum
52,11,bigscience/bloomz-560m,samsum
38,8,bigscience/bloomz-560m,samsum
54,5,bigscience/bloomz-560m,samsum
54,6,bigscience/bloomz-560m,samsum
54,6,bigscience/bloomz-560m,samsum
54,11,bigscience/bloomz-560m,samsum
54,11,bigscience/bloomz-560m,samsum
54,12,bigscience/bloomz-560m,samsum
34,12,bigscience/bloomz-560m,samsum
54,9,bigscience/bloomz-560m,samsum
25,10,bigscience/bloomz-560m,samsum
54,13,bigscience/bloomz-560m,samsum
54,4,bigscience/bloomz-560m,samsum
54,10,bigscience/bloomz-560m,samsum
44,9,bigscience/bloomz-560m,samsum
54,11,bigscience/bloomz-560m,samsum
54,4,bigscience/bloomz-560m,samsum
54,8,bigscience/bloomz-560m,samsum
54,10,bigscience/bloomz-560m,samsum
28,8,bigscience/bloomz-560m,samsum
54,8,bigscience/bloomz-560m,samsum
54,13,bigscience/bloomz-560m,samsum
54,13,bigscience/bloomz-560m,samsum
54,12,bigscience/bloomz-560m,samsum
46,13,bigscience/bloomz-560m,samsum
54,14,bigscience/bloomz-560m,samsum
37,11,bigscience/bloomz-560m,samsum
54,12,bigscience/bloomz-560m,samsum
54,4,bigscience/bloomz-560m,samsum
54,6,bigscience/bloomz-560m,samsum
48,11,bigscience/bloomz-560m,samsum
48,7,bigscience/bloomz-560m,samsum
54,11,bigscience/bloomz-560m,samsum
38,12,bigscience/bloomz-560m,samsum
26,9,bigscience/bloomz-560m,samsum
54,8,bigscience/bloomz-560m,samsum
54,14,bigscience/bloomz-560m,samsum
54,9,bigscience/bloomz-560m,samsum
54,12,bigscience/bloomz-560m,samsum
25,10,bigscience/bloomz-560m,samsum
54,13,bigscience/bloomz-560m,samsum
47,10,bigscience/bloomz-560m,samsum
53,13,bigscience/bloomz-560m,samsum
54,9,bigscience/bloomz-560m,samsum
54,12,bigscience/bloomz-560m,samsum
54,12,bigscience/bloomz-560m,samsum
54,6,bigscience/bloomz-560m,samsum
54,10,bigscience/bloomz-560m,samsum
54,5,bigscience/bloomz-560m,samsum
54,12,bigscience/bloomz-560m,samsum
54,13,bigscience/bloomz-560m,samsum
33,10,bigscience/bloomz-560m,samsum
33,8,bigscience/bloomz-560m,samsum
54,12,bigscience/bloomz-560m,samsum
54,14,bigscience/bloomz-560m,samsum
52,12,bigscience/bloomz-560m,samsum
54,7,bigscience/bloomz-560m,samsum
54,4,bigscience/bloomz-560m,samsum
54,13,bigscience/bloomz-560m,samsum
54,12,bigscience/bloomz-560m,samsum
20,5,bigscience/bloomz-560m,samsum
29,7,bigscience/bloomz-560m,samsum
22,9,bigscience/bloomz-560m,samsum
54,11,bigscience/bloomz-560m,samsum
54,13,bigscience/bloomz-560m,samsum
23,7,bigscience/bloomz-560m,samsum
54,7,bigscience/bloomz-560m,samsum
23,6,bigscience/bloomz-560m,samsum
54,10,bigscience/bloomz-560m,samsum
20,9,bigscience/bloomz-560m,samsum
54,11,bigscience/bloomz-560m,samsum
54,10,bigscience/bloomz-560m,samsum
54,11,bigscience/bloomz-560m,samsum
54,13,bigscience/bloomz-560m,samsum
54,12,bigscience/bloomz-560m,samsum
42,12,bigscience/bloomz-560m,samsum
54,4,bigscience/bloomz-560m,samsum
52,14,bigscience/bloomz-560m,samsum
39,8,bigscience/bloomz-560m,samsum
54,12,bigscience/bloomz-560m,samsum
54,6,bigscience/bloomz-560m,samsum
54,13,bigscience/bloomz-560m,samsum
54,13,bigscience/bloomz-560m,samsum
54,9,bigscience/bloomz-560m,samsum
54,9,bigscience/bloomz-560m,samsum
54,10,bigscience/bloomz-560m,samsum
54,10,bigscience/bloomz-560m,samsum
54,8,bigscience/bloomz-560m,samsum
43,11,bigscience/bloomz-560m,samsum
54,14,bigscience/bloomz-560m,samsum
48,7,bigscience/bloomz-560m,samsum
54,5,bigscience/bloomz-560m,samsum
54,4,bigscience/bloomz-560m,samsum
54,11,bigscience/bloomz-560m,samsum
54,11,bigscience/bloomz-560m,samsum
54,13,bigscience/bloomz-560m,samsum
54,9,bigscience/bloomz-560m,samsum
54,8,bigscience/bloomz-560m,samsum
54,9,bigscience/bloomz-560m,samsum
54,12,bigscience/bloomz-560m,samsum
54,15,bigscience/bloomz-560m,samsum
54,7,bigscience/bloomz-560m,samsum
54,9,bigscience/bloomz-560m,samsum
53,9,bigscience/bloomz-560m,samsum
27,9,bigscience/bloomz-560m,samsum
54,12,bigscience/bloomz-560m,samsum
54,11,bigscience/bloomz-560m,samsum
54,11,bigscience/bloomz-560m,samsum
45,11,bigscience/bloomz-560m,samsum
54,12,bigscience/bloomz-560m,samsum
51,4,bigscience/bloomz-560m,samsum
36,12,bigscience/bloomz-560m,samsum
54,12,bigscience/bloomz-560m,samsum
54,12,bigscience/bloomz-560m,samsum
54,7,bigscience/bloomz-560m,samsum
54,14,bigscience/bloomz-560m,samsum
54,12,bigscience/bloomz-560m,samsum
45,6,bigscience/bloomz-560m,samsum
54,12,bigscience/bloomz-560m,samsum
54,10,bigscience/bloomz-560m,samsum
54,11,bigscience/bloomz-560m,samsum
47,11,bigscience/bloomz-560m,samsum
47,0,bigscience/bloomz-560m,samsum
54,7,bigscience/bloomz-560m,samsum
54,10,bigscience/bloomz-560m,samsum
54,11,bigscience/bloomz-560m,samsum
52,7,bigscience/bloomz-560m,samsum
54,13,bigscience/bloomz-560m,samsum
54,11,bigscience/bloomz-560m,samsum
47,10,bigscience/bloomz-560m,samsum
54,9,bigscience/bloomz-560m,samsum
54,13,bigscience/bloomz-560m,samsum
50,4,bigscience/bloomz-560m,samsum
54,12,bigscience/bloomz-560m,samsum
19,5,bigscience/bloomz-560m,samsum
39,7,bigscience/bloomz-560m,samsum
54,10,bigscience/bloomz-560m,samsum
48,7,bigscience/bloomz-560m,samsum
31,9,bigscience/bloomz-560m,samsum
54,12,bigscience/bloomz-560m,samsum
54,11,bigscience/bloomz-560m,samsum
54,13,bigscience/bloomz-560m,samsum
54,8,bigscience/bloomz-560m,samsum
54,13,bigscience/bloomz-560m,samsum
54,12,bigscience/bloomz-560m,samsum
25,7,bigscience/bloomz-560m,samsum
54,8,bigscience/bloomz-560m,samsum
35,3,bigscience/bloomz-560m,samsum
54,9,bigscience/bloomz-560m,samsum
13,3,bigscience/bloomz-560m,samsum
54,12,bigscience/bloomz-560m,samsum
54,10,bigscience/bloomz-560m,samsum
54,8,bigscience/bloomz-560m,samsum
43,13,bigscience/bloomz-560m,samsum
54,13,bigscience/bloomz-560m,samsum
54,12,bigscience/bloomz-560m,samsum
54,13,bigscience/bloomz-560m,samsum
54,14,bigscience/bloomz-560m,samsum
42,6,bigscience/bloomz-560m,samsum
25,3,bigscience/bloomz-560m,samsum
54,4,bigscience/bloomz-560m,samsum
54,6,bigscience/bloomz-560m,samsum
37,9,bigscience/bloomz-560m,samsum
54,8,bigscience/bloomz-560m,samsum
54,12,bigscience/bloomz-560m,samsum
54,6,bigscience/bloomz-560m,samsum
47,7,bigscience/bloomz-560m,samsum
16,4,bigscience/bloomz-560m,samsum
54,13,bigscience/bloomz-560m,samsum
15,7,bigscience/bloomz-560m,samsum
20,8,bigscience/bloomz-1b,samsum
22,7,bigscience/bloomz-1b,samsum
54,10,bigscience/bloomz-1b,samsum
30,6,bigscience/bloomz-1b,samsum
54,6,bigscience/bloomz-1b,samsum
54,10,bigscience/bloomz-1b,samsum
54,9,bigscience/bloomz-1b,samsum
54,2,bigscience/bloomz-1b,samsum
53,4,bigscience/bloomz-1b,samsum
54,8,bigscience/bloomz-1b,samsum
54,10,bigscience/bloomz-1b,samsum
20,8,bigscience/bloomz-1b,samsum
23,6,bigscience/bloomz-1b,samsum
54,7,bigscience/bloomz-1b,samsum
54,13,bigscience/bloomz-1b,samsum
54,8,bigscience/bloomz-1b,samsum
54,6,bigscience/bloomz-1b,samsum
54,5,bigscience/bloomz-1b,samsum
46,6,bigscience/bloomz-1b,samsum
42,10,bigscience/bloomz-1b,samsum
54,10,bigscience/bloomz-1b,samsum
54,8,bigscience/bloomz-1b,samsum
19,11,bigscience/bloomz-1b,samsum
54,9,bigscience/bloomz-1b,samsum
49,13,bigscience/bloomz-1b,samsum
54,12,bigscience/bloomz-1b,samsum
54,6,bigscience/bloomz-1b,samsum
54,12,bigscience/bloomz-1b,samsum
54,11,bigscience/bloomz-1b,samsum
54,11,bigscience/bloomz-1b,samsum
54,8,bigscience/bloomz-1b,samsum
54,9,bigscience/bloomz-1b,samsum
24,6,bigscience/bloomz-1b,samsum
54,13,bigscience/bloomz-1b,samsum
54,14,bigscience/bloomz-1b,samsum
54,8,bigscience/bloomz-1b,samsum
54,13,bigscience/bloomz-1b,samsum
54,12,bigscience/bloomz-1b,samsum
54,12,bigscience/bloomz-1b,samsum
54,5,bigscience/bloomz-1b,samsum
54,10,bigscience/bloomz-1b,samsum
54,5,bigscience/bloomz-1b,samsum
54,9,bigscience/bloomz-1b,samsum
54,8,bigscience/bloomz-1b,samsum
54,9,bigscience/bloomz-1b,samsum
54,9,bigscience/bloomz-1b,samsum
54,8,bigscience/bloomz-1b,samsum
54,12,bigscience/bloomz-1b,samsum
49,4,bigscience/bloomz-1b,samsum
54,5,bigscience/bloomz-1b,samsum
29,6,bigscience/bloomz-1b,samsum
54,7,bigscience/bloomz-1b,samsum
33,11,bigscience/bloomz-1b,samsum
54,7,bigscience/bloomz-1b,samsum
54,9,bigscience/bloomz-1b,samsum
54,9,bigscience/bloomz-1b,samsum
54,10,bigscience/bloomz-1b,samsum
54,12,bigscience/bloomz-1b,samsum
54,2,bigscience/bloomz-1b,samsum
54,9,bigscience/bloomz-1b,samsum
54,9,bigscience/bloomz-1b,samsum
54,13,bigscience/bloomz-1b,samsum
41,10,bigscience/bloomz-1b,samsum
54,12,bigscience/bloomz-1b,samsum
30,6,bigscience/bloomz-1b,samsum
40,6,bigscience/bloomz-1b,samsum
54,8,bigscience/bloomz-1b,samsum
54,13,bigscience/bloomz-1b,samsum
54,12,bigscience/bloomz-1b,samsum
38,15,bigscience/bloomz-1b,samsum
18,5,bigscience/bloomz-1b,samsum
52,12,bigscience/bloomz-1b,samsum
54,10,bigscience/bloomz-1b,samsum
54,7,bigscience/bloomz-1b,samsum
54,10,bigscience/bloomz-1b,samsum
54,13,bigscience/bloomz-1b,samsum
54,13,bigscience/bloomz-1b,samsum
54,14,bigscience/bloomz-1b,samsum
51,7,bigscience/bloomz-1b,samsum
54,12,bigscience/bloomz-1b,samsum
54,12,bigscience/bloomz-1b,samsum
46,12,bigscience/bloomz-1b,samsum
26,7,bigscience/bloomz-1b,samsum
54,9,bigscience/bloomz-1b,samsum
54,3,bigscience/bloomz-1b,samsum
54,10,bigscience/bloomz-1b,samsum
16,5,bigscience/bloomz-1b,samsum
54,13,bigscience/bloomz-1b,samsum
54,9,bigscience/bloomz-1b,samsum
54,14,bigscience/bloomz-1b,samsum
21,10,bigscience/bloomz-1b,samsum
24,9,bigscience/bloomz-1b,samsum
54,5,bigscience/bloomz-1b,samsum
54,9,bigscience/bloomz-1b,samsum
54,12,bigscience/bloomz-1b,samsum
38,13,bigscience/bloomz-1b,samsum
54,12,bigscience/bloomz-1b,samsum
54,12,bigscience/bloomz-1b,samsum
46,13,bigscience/bloomz-1b,samsum
42,13,bigscience/bloomz-1b,samsum
54,10,bigscience/bloomz-1b,samsum
22,8,bigscience/bloomz-1b,samsum
54,9,bigscience/bloomz-1b,samsum
54,4,bigscience/bloomz-1b,samsum
54,8,bigscience/bloomz-1b,samsum
41,14,bigscience/bloomz-1b,samsum
29,11,bigscience/bloomz-1b,samsum
54,6,bigscience/bloomz-1b,samsum
50,7,bigscience/bloomz-1b,samsum
54,8,bigscience/bloomz-1b,samsum
33,7,bigscience/bloomz-1b,samsum
27,5,bigscience/bloomz-1b,samsum
54,14,bigscience/bloomz-1b,samsum
54,14,bigscience/bloomz-1b,samsum
54,13,bigscience/bloomz-1b,samsum
54,10,bigscience/bloomz-1b,samsum
54,6,bigscience/bloomz-1b,samsum
54,11,bigscience/bloomz-1b,samsum
54,11,bigscience/bloomz-1b,samsum
54,8,bigscience/bloomz-1b,samsum
54,3,bigscience/bloomz-1b,samsum
41,6,bigscience/bloomz-1b,samsum
45,9,bigscience/bloomz-1b,samsum
53,9,bigscience/bloomz-1b,samsum
54,10,bigscience/bloomz-1b,samsum
48,5,bigscience/bloomz-1b,samsum
49,5,bigscience/bloomz-1b,samsum
54,10,bigscience/bloomz-1b,samsum
54,5,bigscience/bloomz-1b,samsum
54,14,bigscience/bloomz-1b,samsum
54,6,bigscience/bloomz-1b,samsum
54,13,bigscience/bloomz-1b,samsum
54,11,bigscience/bloomz-1b,samsum
43,8,bigscience/bloomz-1b,samsum
37,7,bigscience/bloomz-1b,samsum
54,12,bigscience/bloomz-1b,samsum
54,11,bigscience/bloomz-1b,samsum
54,8,bigscience/bloomz-1b,samsum
54,8,bigscience/bloomz-1b,samsum
37,3,bigscience/bloomz-1b,samsum
54,14,bigscience/bloomz-1b,samsum
52,10,bigscience/bloomz-1b,samsum
54,10,bigscience/bloomz-1b,samsum
54,7,bigscience/bloomz-1b,samsum
47,11,bigscience/bloomz-1b,samsum
54,9,bigscience/bloomz-1b,samsum
54,9,bigscience/bloomz-1b,samsum
54,10,bigscience/bloomz-1b,samsum
41,8,bigscience/bloomz-1b,samsum
54,11,bigscience/bloomz-1b,samsum
54,6,bigscience/bloomz-1b,samsum
54,12,bigscience/bloomz-1b,samsum
54,10,bigscience/bloomz-1b,samsum
54,5,bigscience/bloomz-1b,samsum
54,11,bigscience/bloomz-1b,samsum
41,10,bigscience/bloomz-1b,samsum
54,6,bigscience/bloomz-1b,samsum
54,4,bigscience/bloomz-1b,samsum
54,12,bigscience/bloomz-1b,samsum
54,12,bigscience/bloomz-1b,samsum
54,13,bigscience/bloomz-1b,samsum
42,7,bigscience/bloomz-1b,samsum
54,14,bigscience/bloomz-1b,samsum
54,9,bigscience/bloomz-1b,samsum
54,11,bigscience/bloomz-1b,samsum
54,13,bigscience/bloomz-1b,samsum
54,9,bigscience/bloomz-1b,samsum
26,5,bigscience/bloomz-1b,samsum
54,14,bigscience/bloomz-1b,samsum
54,12,bigscience/bloomz-1b,samsum
54,10,bigscience/bloomz-1b,samsum
54,11,bigscience/bloomz-1b,samsum
47,13,bigscience/bloomz-1b,samsum
54,13,bigscience/bloomz-1b,samsum
54,7,bigscience/bloomz-1b,samsum
54,2,bigscience/bloomz-1b,samsum
32,9,bigscience/bloomz-1b,samsum
54,13,bigscience/bloomz-1b,samsum
54,14,bigscience/bloomz-1b,samsum
54,9,bigscience/bloomz-1b,samsum
54,5,bigscience/bloomz-1b,samsum
53,7,bigscience/bloomz-1b,samsum
54,10,bigscience/bloomz-1b,samsum
54,13,bigscience/bloomz-1b,samsum
39,10,bigscience/bloomz-1b,samsum
54,14,bigscience/bloomz-1b,samsum
54,6,bigscience/bloomz-1b,samsum
54,9,bigscience/bloomz-1b,samsum
54,10,bigscience/bloomz-1b,samsum
27,5,bigscience/bloomz-1b,samsum
54,10,bigscience/bloomz-1b,samsum
54,12,bigscience/bloomz-1b,samsum
54,9,bigscience/bloomz-1b,samsum
54,12,bigscience/bloomz-1b,samsum
47,10,bigscience/bloomz-1b,samsum
54,8,bigscience/bloomz-1b,samsum
54,13,bigscience/bloomz-1b,samsum
54,12,bigscience/bloomz-1b,samsum
54,7,bigscience/bloomz-1b,samsum
54,15,bigscience/bloomz-1b,samsum
54,5,bigscience/bloomz-1b,samsum
54,12,bigscience/bloomz-1b,samsum
37,11,bigscience/bloomz-1b,samsum
29,9,bigscience/bloomz-1b,samsum
54,5,bigscience/bloomz-1b,samsum
54,7,bigscience/bloomz-1b,samsum
54,9,bigscience/bloomz-1b,samsum
53,14,bigscience/bloomz-1b,samsum
36,13,bigscience/bloomz-1b,samsum
30,14,bigscience/bloomz-1b,samsum
54,6,bigscience/bloomz-1b,samsum
54,8,bigscience/bloomz-1b,samsum
53,8,bigscience/bloomz-1b,samsum
54,11,bigscience/bloomz-1b,samsum
54,15,bigscience/bloomz-1b,samsum
54,13,bigscience/bloomz-1b,samsum
45,6,bigscience/bloomz-1b,samsum
37,11,bigscience/bloomz-1b,samsum
54,7,bigscience/bloomz-1b,samsum
32,13,bigscience/bloomz-1b,samsum
54,5,bigscience/bloomz-1b,samsum
54,9,bigscience/bloomz-1b,samsum
54,10,bigscience/bloomz-1b,samsum
54,8,bigscience/bloomz-1b,samsum
49,10,bigscience/bloomz-1b,samsum
54,11,bigscience/bloomz-1b,samsum
54,11,bigscience/bloomz-1b,samsum
54,11,bigscience/bloomz-1b,samsum
54,11,bigscience/bloomz-1b,samsum
54,14,bigscience/bloomz-1b,samsum
25,5,bigscience/bloomz-1b,samsum
31,6,bigscience/bloomz-1b,samsum
32,4,bigscience/bloomz-1b,samsum
54,5,bigscience/bloomz-1b,samsum
34,12,bigscience/bloomz-1b,samsum
54,9,bigscience/bloomz-1b,samsum
54,11,bigscience/bloomz-1b,samsum
35,6,bigscience/bloomz-1b,samsum
54,13,bigscience/bloomz-1b,samsum
26,9,bigscience/bloomz-1b,samsum
54,8,bigscience/bloomz-1b,samsum
54,10,bigscience/bloomz-1b,samsum
54,11,bigscience/bloomz-1b,samsum
54,7,bigscience/bloomz-1b,samsum
54,10,bigscience/bloomz-1b,samsum
29,8,bigscience/bloomz-1b,samsum
54,8,bigscience/bloomz-1b,samsum
54,10,bigscience/bloomz-1b,samsum
29,3,bigscience/bloomz-1b,samsum
54,7,bigscience/bloomz-1b,samsum
54,7,bigscience/bloomz-1b,samsum
54,9,bigscience/bloomz-1b,samsum
30,10,bigscience/bloomz-1b,samsum
54,7,bigscience/bloomz-1b,samsum
54,10,bigscience/bloomz-1b,samsum
54,11,bigscience/bloomz-1b,samsum
54,13,bigscience/bloomz-1b,samsum
54,8,bigscience/bloomz-1b,samsum
54,13,bigscience/bloomz-1b,samsum
25,11,bigscience/bloomz-1b,samsum
47,7,bigscience/bloomz-1b,samsum
26,11,bigscience/bloomz-1b,samsum
30,10,bigscience/bloomz-1b,samsum
38,13,bigscience/bloomz-1b,samsum
54,8,bigscience/bloomz-1b,samsum
47,14,bigscience/bloomz-1b,samsum
54,8,bigscience/bloomz-1b,samsum
36,4,bigscience/bloomz-1b,samsum
54,11,bigscience/bloomz-1b,samsum
18,4,bigscience/bloomz-1b,samsum
54,12,bigscience/bloomz-1b,samsum
54,9,bigscience/bloomz-1b,samsum
54,1,bigscience/bloomz-1b,samsum
38,5,bigscience/bloomz-1b,samsum
37,6,bigscience/bloomz-1b,samsum
54,12,bigscience/bloomz-1b,samsum
54,14,bigscience/bloomz-1b,samsum
54,8,bigscience/bloomz-1b,samsum
54,7,bigscience/bloomz-1b,samsum
54,10,bigscience/bloomz-1b,samsum
39,4,bigscience/bloomz-1b,samsum
54,15,bigscience/bloomz-1b,samsum
54,14,bigscience/bloomz-1b,samsum
22,10,bigscience/bloomz-1b,samsum
38,4,bigscience/bloomz-1b,samsum
54,12,bigscience/bloomz-1b,samsum
20,5,bigscience/bloomz-1b,samsum
30,11,bigscience/bloomz-1b,samsum
54,14,bigscience/bloomz-1b,samsum
54,10,bigscience/bloomz-1b,samsum
20,6,bigscience/bloomz-1b,samsum
54,14,bigscience/bloomz-1b,samsum
54,10,bigscience/bloomz-1b,samsum
36,7,bigscience/bloomz-1b,samsum
46,10,bigscience/bloomz-1b,samsum
54,5,bigscience/bloomz-1b,samsum
50,12,bigscience/bloomz-1b,samsum
54,10,bigscience/bloomz-1b,samsum
54,11,bigscience/bloomz-1b,samsum
54,6,bigscience/bloomz-1b,samsum
54,9,bigscience/bloomz-1b,samsum
54,12,bigscience/bloomz-1b,samsum
21,5,bigscience/bloomz-1b,samsum
54,10,bigscience/bloomz-1b,samsum
50,5,bigscience/bloomz-1b,samsum
54,1,bigscience/bloomz-1b,samsum
54,13,bigscience/bloomz-1b,samsum
54,11,bigscience/bloomz-1b,samsum
53,4,bigscience/bloomz-1b,samsum
27,6,bigscience/bloomz-1b,samsum
54,6,bigscience/bloomz-1b,samsum
41,14,bigscience/bloomz-1b,samsum
51,8,bigscience/bloomz-1b,samsum
54,10,bigscience/bloomz-1b,samsum
35,9,bigscience/bloomz-1b,samsum
54,9,bigscience/bloomz-1b,samsum
54,6,bigscience/bloomz-1b,samsum
54,13,bigscience/bloomz-1b,samsum
54,11,bigscience/bloomz-1b,samsum
54,9,bigscience/bloomz-1b,samsum
52,10,bigscience/bloomz-1b,samsum
54,13,bigscience/bloomz-1b,samsum
32,7,bigscience/bloomz-1b,samsum
54,15,bigscience/bloomz-1b,samsum
43,7,bigscience/bloomz-1b,samsum
54,13,bigscience/bloomz-1b,samsum
54,10,bigscience/bloomz-1b,samsum
42,13,bigscience/bloomz-1b,samsum
54,12,bigscience/bloomz-1b,samsum
