task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
load model,2023-09-13T16:26:37,Salesforce/blip-image-captioning-base,0a03b5b9-5f3a-4db7-972b-0ffe1990f2d0,10.852116584777832,0.00039959182377672574,3.682303613191456e-05,42.5,501.17660182720067,430.77675,0.00012833784884876676,0.0015102962082451654,0.0012413106755199035,0.002879944732613836,United States,USA,oregon,,,Linux-5.15.0-1023-aws-x86_64-with-glibc2.17,3.8.16,2.3.1,1,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,8,8 x NVIDIA A100-SXM4-80GB,-119.7257,45.8234,1148.738,machine,N
query model,2023-09-13T16:29:16,Salesforce/blip-image-captioning-base,0a03b5b9-5f3a-4db7-972b-0ffe1990f2d0,159.2731578350067,0.006134868217058724,3.85183804635221e-05,42.5,527.4320961275744,430.77675,0.0018804960146546368,0.023334667834383538,0.019000158776958435,0.04421532262599661,United States,USA,oregon,,,Linux-5.15.0-1023-aws-x86_64-with-glibc2.17,3.8.16,2.3.1,1,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,8,8 x NVIDIA A100-SXM4-80GB,-119.7257,45.8234,1148.738,machine,N
