task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
load model,2023-09-13T18:12:04,SenseTime/deformable-detr,2a35317b-df95-4439-ac9b-304cd50bbc1c,10.899946212768555,0.00042871947273865333,3.9333996331139984e-05,42.5,556.8919304899314,430.77675,0.00012886643707752228,0.0016856207929407674,0.0012753867709386349,0.0030898740009569245,United States,USA,oregon,,,Linux-5.15.0-1023-aws-x86_64-with-glibc2.17,3.8.16,2.3.1,1,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,8,8 x NVIDIA A100-SXM4-80GB,-119.7257,45.8234,1148.738,machine,N
query model,2023-09-13T18:13:51,SenseTime/deformable-detr,2a35317b-df95-4439-ac9b-304cd50bbc1c,106.95640015602112,0.00423856882538257,3.9629098076806316e-05,42.5,555.8969307030876,430.77675,0.001262907635834482,0.016515981268327984,0.012769393708602885,0.030548282612765352,United States,USA,oregon,,,Linux-5.15.0-1023-aws-x86_64-with-glibc2.17,3.8.16,2.3.1,1,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,8,8 x NVIDIA A100-SXM4-80GB,-119.7257,45.8234,1148.738,machine,N
