task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
load model,2023-09-11T21:01:13,ydshieh/vit-gpt2-coco-en,3fb4da77-abd0-462e-b313-be71557c60d0,14.442291259765625,0.0005275110881967821,3.652696692043636e-05,42.5,499.42810284720053,430.77675,0.00017072294188870326,0.002003770491903367,0.0016273931150592863,0.0038018865488513567,United States,USA,oregon,,,Linux-5.15.0-1023-aws-x86_64-with-glibc2.17,3.8.16,2.3.1,1,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,8,8 x NVIDIA A100-SXM4-80GB,-119.7257,45.8234,1148.738,machine,N
query model,2023-09-11T21:04:11,ydshieh/vit-gpt2-coco-en,3fb4da77-abd0-462e-b313-be71557c60d0,178.2643871307373,0.006744153414935545,3.7832954959434595e-05,42.5,510.401839515823,430.77675,0.0021046733256843355,0.025273472996545365,0.02122842655433605,0.04860657287656575,United States,USA,oregon,,,Linux-5.15.0-1023-aws-x86_64-with-glibc2.17,3.8.16,2.3.1,1,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,8,8 x NVIDIA A100-SXM4-80GB,-119.7257,45.8234,1148.738,machine,N
