task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
load model,2023-09-08T17:39:41,hustvl/yolos-small,7ee0441c-eb57-47d4-8bb5-ca91493adac6,2.4851272106170654,8.581920624850303e-05,3.454513801812608e-05,42.5,468.9108723190415,430.77675,2.9559911456373005e-05,0.0003236494255816069,0.0002653082508758704,0.0006185175879138503,United States,USA,oregon,,,Linux-5.15.0-1023-aws-x86_64-with-glibc2.17,3.8.16,2.3.1,1,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,8,8 x NVIDIA A100-SXM4-80GB,-119.7257,45.8234,1148.738,machine,N
query model,2023-09-08T17:42:16,hustvl/yolos-small,7ee0441c-eb57-47d4-8bb5-ca91493adac6,155.44950985908508,0.00599129658113949,3.854217196936967e-05,42.5,527.4947406233545,430.77675,0.0018353785783052448,0.022777294055181585,0.01856789814821432,0.04318057078170115,United States,USA,oregon,,,Linux-5.15.0-1023-aws-x86_64-with-glibc2.17,3.8.16,2.3.1,1,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,8,8 x NVIDIA A100-SXM4-80GB,-119.7257,45.8234,1148.738,machine,N
