task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
load model,2023-10-02T20:21:45,lvwerra/distilbert-imdb,8c9b7e32-14c1-4423-9c54-594bc8d110b8,5.657049894332886,0.0001985072713522108,3.5089185476499226e-05,42.5,466.382014386826,430.77675,6.697943376170265e-05,0.000731925029924696,0.0006317803914566338,0.0014306848551430323,United States,USA,oregon,,,Linux-5.15.0-1023-aws-x86_64-with-glibc2.17,3.8.16,2.3.1,1,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,8,8 x NVIDIA A100-SXM4-80GB,-119.7257,45.8234,1148.738,machine,N
query model,2023-10-02T20:21:50,lvwerra/distilbert-imdb,8c9b7e32-14c1-4423-9c54-594bc8d110b8,5.089716911315918,0.00018287490195222303,3.592910853065703e-05,42.5,487.0223376158674,430.77675,6.031258735391831e-05,0.0006886455509800271,0.0005690608482078214,0.0013180189865417671,United States,USA,oregon,,,Linux-5.15.0-1023-aws-x86_64-with-glibc2.17,3.8.16,2.3.1,1,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,8,8 x NVIDIA A100-SXM4-80GB,-119.7257,45.8234,1148.738,machine,N
