task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
load model,2023-09-26T17:55:56,google/bigbird-pegasus-large-arxiv,4329c3ca-78a7-48aa-9ad7-748a001c9ace,15.489988803863525,0.00056272036987902,3.632995911744993e-05,42.5,490.7304037327127,430.77675,0.00018308967103560766,0.002111432800319335,0.0017611249887220064,0.004055647460076949,United States,USA,oregon,,,Linux-5.15.0-1023-aws-x86_64-with-glibc2.17,3.8.16,2.3.1,1,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,8,8 x NVIDIA A100-SXM4-80GB,-119.7257,45.8234,1148.738,machine,N
query model,2023-09-26T17:59:36,google/bigbird-pegasus-large-arxiv,4329c3ca-78a7-48aa-9ad7-748a001c9ace,219.86692190170288,0.008438387138320399,3.837973500541222e-05,42.5,524.0538320284653,430.77675,0.0025958499694863956,0.03200592643804612,0.026215505490460245,0.06081728189799276,United States,USA,oregon,,,Linux-5.15.0-1023-aws-x86_64-with-glibc2.17,3.8.16,2.3.1,1,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,8,8 x NVIDIA A100-SXM4-80GB,-119.7257,45.8234,1148.738,machine,N
