task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
load model,2023-09-08T13:00:36,distilbert-base-uncased,9a4f97a8-0cd1-4b39-a132-0b1181b9a6bb,5.353463172912598,0.0001946499401448647,3.636242834146552e-05,42.5,496.16987557903434,430.77675,6.338788055711324e-05,0.0007373269787365189,0.0006021693752372265,0.0014028842345308586,United States,USA,oregon,,,Linux-5.15.0-1023-aws-x86_64-with-glibc2.17,3.8.16,2.3.1,1,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,8,8 x NVIDIA A100-SXM4-80GB,-119.7257,45.8234,1148.738,machine,N
query model,2023-09-08T13:00:43,distilbert-base-uncased,9a4f97a8-0cd1-4b39-a132-0b1181b9a6bb,6.600345611572266,0.0002430864793707556,3.6831576665914355e-05,42.5,504.71379770025715,430.77675,7.81328851977984e-05,0.0009254579625519455,0.0007483860050715009,0.001751976852821245,United States,USA,oregon,,,Linux-5.15.0-1023-aws-x86_64-with-glibc2.17,3.8.16,2.3.1,1,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,8,8 x NVIDIA A100-SXM4-80GB,-119.7257,45.8234,1148.738,machine,N
