task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
load model,2023-09-25T21:11:40,gpt2,f425129f-c5a9-4ee2-ba4a-0529b70cf040,8.341506481170654,0.0002922768701921683,3.504233659993068e-05,42.5,464.9641494190345,430.77675,9.869764347871146e-05,0.001077445584172665,0.0009303594150181114,0.0021065026426694876,United States,USA,oregon,,,Linux-5.15.0-1023-aws-x86_64-with-glibc2.17,3.8.16,2.3.1,1,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,8,8 x NVIDIA A100-SXM4-80GB,-119.7257,45.8234,1148.738,machine,N
query model,2023-09-25T21:19:31,gpt2,f425129f-c5a9-4ee2-ba4a-0529b70cf040,471.25496912002563,0.01717033513501247,3.643539031389165e-05,42.5,472.6312143181919,430.77675,0.0055636298446191685,0.06186900838405407,0.05631768219060466,0.12375032041927791,United States,USA,oregon,,,Linux-5.15.0-1023-aws-x86_64-with-glibc2.17,3.8.16,2.3.1,1,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,8,8 x NVIDIA A100-SXM4-80GB,-119.7257,45.8234,1148.738,machine,N
