task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
load model,2023-09-14T15:04:12,google/vit-base-patch16-384,4088ddc1-300e-4316-9ebe-bba3b5760be9,4.122045516967773,0.00014415480329174423,3.497263190909959e-05,42.5,473.49369702516736,430.77675,4.8889516459571e-05,0.0005424009895307336,0.0004476643517372509,0.0010389548577275554,United States,USA,oregon,,,Linux-5.15.0-1023-aws-x86_64-with-glibc2.17,3.8.16,2.3.1,1,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,8,8 x NVIDIA A100-SXM4-80GB,-119.7257,45.8234,1148.738,machine,N
query model,2023-09-14T15:04:49,google/vit-base-patch16-384,4088ddc1-300e-4316-9ebe-bba3b5760be9,36.72083592414856,0.0014135569423225415,3.8496563714993445e-05,42.5,530.1162369321105,430.77675,0.00043369165360927585,0.005406849881097742,0.00434726919629082,0.010187810730997837,United States,USA,oregon,,,Linux-5.15.0-1023-aws-x86_64-with-glibc2.17,3.8.16,2.3.1,1,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,8,8 x NVIDIA A100-SXM4-80GB,-119.7257,45.8234,1148.738,machine,N
