task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
load model,2023-10-02T20:11:48,lvwerra/distilbert-imdb,84766696-2a6c-4db7-a6f5-1c49462a7efc,5.6593263149261475,0.00021061936565504793,3.7218065897105604e-05,42.5,520.1130992913838,430.77675,6.701704611380895e-05,0.0008174334317629928,0.0006335288615694643,0.0015179793394462658,United States,USA,oregon,,,Linux-5.15.0-1023-aws-x86_64-with-glibc2.17,3.8.16,2.3.1,1,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,8,8 x NVIDIA A100-SXM4-80GB,-119.7257,45.8234,1148.738,machine,N
query model,2023-10-02T20:11:54,lvwerra/distilbert-imdb,84766696-2a6c-4db7-a6f5-1c49462a7efc,5.214653015136719,0.0001978072638357915,3.7938603266004454e-05,42.5,540.7101582187917,430.77675,6.178757531775369e-05,0.0007828381261845152,0.0005810140480111042,0.001425639749513373,United States,USA,oregon,,,Linux-5.15.0-1023-aws-x86_64-with-glibc2.17,3.8.16,2.3.1,1,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,8,8 x NVIDIA A100-SXM4-80GB,-119.7257,45.8234,1148.738,machine,N
