task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
load model,2023-09-08T15:29:09,bert-base-multilingual-cased,d9efa263-8ca0-4322-98d5-87f1c2d0bafa,9.526061534881592,0.00035285791817466324,3.705078853772808e-05,42.5,502.671032973068,430.77675,0.00011265633238686457,0.0013300543973926438,0.00110041263346533,0.0025431233632448383,United States,USA,oregon,,,Linux-5.15.0-1023-aws-x86_64-with-glibc2.17,3.8.16,2.3.1,1,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,8,8 x NVIDIA A100-SXM4-80GB,-119.7257,45.8234,1148.738,machine,N
query model,2023-09-08T15:29:23,bert-base-multilingual-cased,d9efa263-8ca0-4322-98d5-87f1c2d0bafa,13.473000288009644,0.0005109985220063402,3.7927430306321674e-05,42.5,521.4141633005595,430.77675,0.00015926085131035914,0.001951376283344075,0.0015722397768809398,0.003682876911535374,United States,USA,oregon,,,Linux-5.15.0-1023-aws-x86_64-with-glibc2.17,3.8.16,2.3.1,1,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,8,8 x NVIDIA A100-SXM4-80GB,-119.7257,45.8234,1148.738,machine,N
