task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
load model,2023-09-26T17:49:12,sshleifer/distilbart-cnn-12-6,c63415ab-43cb-4b53-8420-a04bbd36709b,6.91655707359314,0.00024114196227421498,3.4867522656558403e-05,42.5,452.7315121756408,430.77675,8.183980865610971e-05,0.00086947152890815,0.0007866509598120551,0.001737962297376315,United States,USA,oregon,,,Linux-5.15.0-1023-aws-x86_64-with-glibc2.17,3.8.16,2.3.1,1,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,8,8 x NVIDIA A100-SXM4-80GB,-119.7257,45.8234,1148.738,machine,N
query model,2023-09-26T17:51:13,sshleifer/distilbart-cnn-12-6,c63415ab-43cb-4b53-8420-a04bbd36709b,120.45251774787903,0.00437329963355007,3.630739202103503e-05,42.5,469.9612404245409,430.77675,0.0014222440017594234,0.015724654246380254,0.01437241845044722,0.031519316698586895,United States,USA,oregon,,,Linux-5.15.0-1023-aws-x86_64-with-glibc2.17,3.8.16,2.3.1,1,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,8,8 x NVIDIA A100-SXM4-80GB,-119.7257,45.8234,1148.738,machine,N
