task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
load model,2023-09-26T19:56:06,google/bigbird-pegasus-large-arxiv,b5fb397c-22db-46a3-ae92-51b5dcc1ea31,14.635437250137329,0.0005329977379466776,3.641796614263654e-05,42.5,494.44932943216963,430.77675,0.00017302100790871517,0.002010473830551973,0.0016579351822704573,0.003841430020731146,United States,USA,oregon,,,Linux-5.15.0-1023-aws-x86_64-with-glibc2.17,3.8.16,2.3.1,1,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,8,8 x NVIDIA A100-SXM4-80GB,-119.7257,45.8234,1148.738,machine,N
query model,2023-09-26T19:59:52,google/bigbird-pegasus-large-arxiv,b5fb397c-22db-46a3-ae92-51b5dcc1ea31,225.51967930793762,0.008691930545193923,3.854181605886997e-05,42.5,528.3048181478498,430.77675,0.0026626051786873078,0.033095512031934504,0.026886506879243155,0.06264462408986497,United States,USA,oregon,,,Linux-5.15.0-1023-aws-x86_64-with-glibc2.17,3.8.16,2.3.1,1,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,8,8 x NVIDIA A100-SXM4-80GB,-119.7257,45.8234,1148.738,machine,N
